English (en),Dutch (nl),English (en),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,nuttig,aantal woorden,gelijk,nieuw,dutch new
reviewer,recensent,reviewer,0,0,0,0,0,0,0,0,0,0,nee,1,,,recensent
revise,Herzien,revise,1,0,0,0,0,0,0,0,0,0,ja,1,,,Herzien
revision,herziening,revision,0,0,0,0,0,0,0,0,0,0,nee,1,,,herziening
revisit,opnieuw bezoeken,revisit,0,0,0,0,0,0,0,0,0,0,nee,2,,,opnieuw bezoeken
revival,herleving,revival,1,0,0,1,0,0,1,0,0,1,ja,1,,,herleving
revive,herleven,revive,1,1,0,1,0,0,0,0,0,0,ja,1,,,herleven
revocation,herroeping,revocation,0,1,0,0,0,0,0,0,0,0,ja,1,,,herroeping
revoke,intrekken,revoke,0,1,1,0,1,1,0,1,0,0,ja,1,,,intrekken
revolt,opstand,revolt,0,1,1,0,0,0,0,0,1,0,ja,1,,,opstand
revolting,weerzinwekkend,revolting,0,1,1,0,1,1,0,0,0,0,ja,1,,,weerzinwekkend
revolution,revolutie,revolution,1,1,1,1,0,1,0,1,1,0,ja,1,,,revolutie
revolutionary,revolutionair,revolutionary,1,0,0,0,0,0,0,0,0,0,ja,1,,,revolutionair
revolutionize,revolutioneren,revolutionize,0,0,0,0,0,0,0,0,0,0,nee,1,,,revolutioneren
revolve,wentelen,revolve,0,0,0,0,0,0,0,0,0,0,nee,1,,,wentelen
revolver,revolver,revolver,0,1,1,0,0,1,0,1,0,0,ja,1,,,revolver
revulsion,afkeer,revulsion,0,1,1,0,1,1,0,0,0,0,ja,1,,,afkeer
reward,beloning,reward,1,0,0,1,0,0,1,0,1,1,ja,1,,,beloning
rhetoric,retoriek,rhetoric,0,0,0,0,0,0,0,0,0,0,nee,1,,,retoriek
rhetorical,retorisch,rhetorical,0,0,0,0,0,0,0,0,0,0,nee,1,,,retorisch
rheumatism,reumatiek,rheumatism,0,1,1,0,0,1,0,1,0,0,ja,1,,,reumatiek
rhyme,rijm,rhyme,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijm
rhyming,rijmend,rhyming,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijmend
rhythm,ritme,rhythm,1,0,0,0,0,0,0,0,0,0,ja,1,,,ritme
rhythmical,ritmische,rhythmical,1,0,0,0,0,0,1,0,1,0,ja,1,,,ritmische
rib,rib,rib,0,0,0,0,0,0,0,0,0,0,nee,1,,,rib
ribbed,geribd,ribbed,0,0,0,0,0,0,0,0,0,0,nee,1,,,geribd
ribbon,lint,ribbon,1,0,1,1,0,0,1,0,0,0,ja,1,,,lint
rice,rijst,rice,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijst
riches,rijkdom,riches,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijkdom
richness,rijkheid,richness,1,0,0,0,0,0,0,0,0,0,ja,1,,,rijkheid
rick,rick,rick,0,0,0,0,0,0,0,0,0,0,nee,1,,,rick
rickety,gammel,rickety,0,1,0,0,0,0,0,0,0,0,ja,1,,,gammel
rid,bevrijden,rid,0,0,0,0,0,0,0,0,0,0,nee,1,,,bevrijden
riddance,verlossing,riddance,0,0,0,0,0,0,0,0,0,0,nee,1,,,verlossing
riddle,raadsel,riddle,0,0,0,0,0,0,0,0,1,0,ja,1,,,raadsel
riddled,doorzeefd,riddled,0,1,0,0,0,0,0,0,0,0,ja,1,,,doorzeefd
ride,rijden,ride,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijden
rider,rijder,rider,1,0,0,0,0,0,0,0,0,0,ja,1,,,rijder
ridge,nok,ridge,0,0,0,0,0,0,0,0,0,0,nee,1,,,nok
ridicule,belachelijk maken,ridicule,0,1,1,0,1,0,0,1,0,0,ja,2,,bespotten,bespotten
ridiculous,belachelijk,ridiculous,0,1,1,0,1,0,0,0,0,0,ja,1,,,belachelijk
riding,paardrijden,riding,0,0,0,0,0,0,0,0,0,0,nee,1,,,paardrijden
rife,schering en inslag,rife,0,1,0,0,0,0,0,0,0,0,ja,3,,schering,schering
rifle,geweer-,rifle,0,1,1,0,0,1,0,0,0,0,ja,1,,,geweer-
rifles,geweren,rifles,0,0,0,0,0,0,0,0,0,0,nee,1,,,geweren
rift,scheur,rift,0,1,0,0,0,0,0,0,0,0,ja,1,,,scheur
rig,tuig,rig,0,0,0,0,0,0,0,0,0,0,nee,1,,,tuig
rigging,tuigage,rigging,0,0,0,0,0,0,0,0,0,0,nee,1,,,tuigage
righteous,rechtvaardig,righteous,1,0,0,0,0,0,0,0,0,0,ja,1,,,rechtvaardig
rightful,rechtmatig,rightful,1,0,0,0,0,0,0,0,0,0,ja,1,,,rechtmatig
rightly,terecht,rightly,1,0,0,0,0,0,0,0,0,0,ja,1,,,terecht
rigid,stijf,rigid,0,1,0,0,0,0,0,0,0,0,ja,1,,,stijf
rigidity,stijfheid,rigidity,0,1,0,0,0,0,0,0,0,0,ja,1,,,stijfheid
rigor,strengheid,rigor,0,1,0,0,1,1,0,0,0,0,ja,1,,,strengheid
rigorous,streng,rigorous,0,1,0,0,0,0,0,0,0,0,ja,1,,,streng
rim,rand,rim,0,0,0,0,0,0,0,0,0,0,nee,1,,,rand
rind,schors,rind,0,0,0,0,0,0,0,0,0,0,nee,1,,,schors
ring,ring,ring,0,0,0,0,0,0,0,0,0,0,nee,1,,,ring
ringer,beltoon,ringer,0,1,1,0,0,0,0,0,0,0,ja,1,,,beltoon
ringing,rinkelen,ringing,0,0,0,0,0,0,0,0,0,0,nee,1,,,rinkelen
rink,ijsbaan,rink,0,0,0,0,0,0,0,0,0,0,nee,1,,,ijsbaan
rinse,spoelen,rinse,0,0,0,0,0,0,0,0,0,0,nee,1,,,spoelen
riot,herrie,riot,0,1,1,0,0,1,0,0,0,0,ja,1,,,herrie
riotous,oproerig,riotous,0,1,1,0,0,1,0,0,1,0,ja,1,,,oproerig
riparian,oeverstaten,riparian,0,0,0,0,0,0,0,0,0,0,nee,1,,,oeverstaten
ripe,rijp,ripe,1,0,0,0,0,0,0,0,0,0,ja,1,,,rijp
ripen,rijpen,ripen,1,0,0,1,0,0,0,0,0,0,ja,1,,,rijpen
ripening,rijpwording,ripening,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijpwording
ripple,rimpeling,ripple,0,0,0,0,0,0,0,0,0,0,nee,1,,,rimpeling
rise,stijgen,rise,0,0,0,0,0,0,0,0,0,0,nee,1,,,stijgen
rising,stijgende lijn,rising,1,0,0,1,0,0,1,0,0,0,ja,2,,,stijgende lijn
risk,risico,risk,0,1,0,1,0,1,0,0,0,0,ja,1,,,risico
risky,riskant,risky,0,1,0,1,0,1,0,0,0,0,ja,1,,,riskant
rite,rite,rite,0,0,0,0,0,0,0,0,0,0,nee,1,,,rite
ritual,ritueel,ritual,0,0,0,0,0,0,0,0,0,0,nee,1,,,ritueel
ritualistic,rituele,ritualistic,0,0,0,0,0,0,0,0,0,0,nee,1,,,rituele
rival,concurrent,rival,0,0,0,0,0,0,0,0,0,0,nee,1,,,concurrent
rivalry,rivaliteit,rivalry,0,1,1,0,0,0,0,0,0,0,ja,1,,,rivaliteit
river,rivier-,river,0,0,0,0,0,0,0,0,0,0,nee,1,,,rivier-
riverbank,oever van de rivier,riverbank,0,0,0,0,0,0,0,0,0,0,nee,4,,,oever van de rivier
rivet,klinknagel,rivet,0,0,0,0,0,0,0,0,0,0,nee,1,,,klinknagel
riveted,geklonken,riveted,0,0,0,0,0,0,0,0,0,0,nee,1,,,geklonken
riveting,klinken,riveting,1,0,0,0,0,0,0,0,0,0,ja,1,,,klinken
road,weg,road,0,0,0,0,0,0,0,0,0,0,nee,1,,,weg
roads,wegen,roads,0,0,0,0,0,0,0,0,0,0,nee,1,,,wegen
roadster,roadster,roadster,1,0,0,0,0,0,1,0,0,1,ja,1,,,roadster
roadway,rijweg,roadway,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijweg
roam,zwerven,roam,0,0,0,0,0,0,0,0,0,0,nee,1,,,zwerven
roar,brullen,roar,0,0,0,0,0,0,0,0,0,0,nee,1,,,brullen
roast,gebraden,roast,0,0,0,0,0,0,0,0,0,0,nee,1,,,gebraden
rob,beroven,rob,0,1,1,0,1,1,0,1,0,0,ja,1,,,beroven
robber,rover,robber,0,1,0,0,1,1,0,0,0,0,ja,1,,,rover
robbery,diefstal,robbery,0,1,1,0,1,1,0,1,0,0,ja,1,,,diefstal
robe,gewaad,robe,0,0,0,0,0,0,0,0,0,0,nee,1,,,gewaad
robot,robot,robot,0,0,0,0,0,0,0,0,0,0,nee,1,,,robot
robotics,robotica,robotics,0,0,0,0,0,0,0,0,0,0,nee,1,,,robotica
robust,robuust,robust,1,0,0,0,0,0,0,0,0,0,ja,1,,,robuust
roc,roc,roc,0,0,0,0,0,0,0,0,0,0,nee,1,,,roc
rock,rots,rock,1,0,0,0,0,0,0,0,0,0,ja,1,,,rots
rocket,raket,rocket,0,0,1,0,0,0,0,0,0,0,ja,1,,,raket
rocks,rotsen,rocks,0,0,0,0,0,0,0,0,0,0,nee,1,,,rotsen
rod,hengel,rod,1,0,0,0,0,1,0,0,0,1,ja,1,,,hengel
roe,ree,roe,0,0,0,0,0,0,0,0,0,0,nee,1,,,ree
rogue,schurk,rogue,0,1,0,0,1,0,0,0,0,0,ja,1,,,schurk
role,rol,role,0,0,0,0,0,0,0,0,0,0,nee,1,,,rol
roll,rollen,roll,0,0,0,0,0,0,0,0,0,0,nee,1,,,rollen
roller,rol,roller,0,0,0,0,0,0,0,0,0,0,nee,1,,,rol
rollers,rollers,rollers,0,0,0,0,0,0,0,0,0,0,nee,1,,,rollers
rollicking,prettig,rollicking,1,0,0,0,0,0,1,0,0,0,ja,1,,,prettig
rolling,rollend,rolling,0,0,0,0,0,0,0,0,0,0,nee,1,,,rollend
romance,romance,romance,1,0,0,1,0,1,1,1,1,1,ja,1,,,romance
romantic,romantisch,romantic,1,0,0,1,0,0,1,0,0,1,ja,1,,,romantisch
romanticism,romantiek,romanticism,1,0,0,0,0,0,1,0,0,0,ja,1,,,romantiek
romp,ravotten,romp,1,0,0,0,0,0,1,0,0,0,ja,1,,,ravotten
roof,dak,roof,0,0,0,0,0,0,0,0,0,0,nee,1,,,dak
rook,roek,rook,0,1,1,0,1,0,0,0,0,0,ja,1,,,roek
room,kamer,room,0,0,0,0,0,0,0,0,0,0,nee,1,,,kamer
roomy,ruim,roomy,0,0,0,0,0,0,0,0,0,0,nee,1,,,ruim
roost,slaapplaats,roost,0,0,0,0,0,0,0,0,0,0,nee,1,,,slaapplaats
rooster,haan,rooster,0,0,0,0,0,0,0,0,0,0,nee,1,,,haan
root,wortel,root,0,0,0,0,0,0,0,0,0,0,nee,1,,,wortel
rooted,ingeworteld,rooted,1,0,0,0,0,0,0,0,0,1,ja,1,,,ingeworteld
rope,touw,rope,0,0,0,0,0,0,0,0,0,0,nee,1,,,touw
rosary,rozenkrans,rosary,0,0,0,0,0,0,0,0,0,0,nee,1,,,rozenkrans
rose,roos,rose,0,0,0,0,0,0,0,0,0,0,nee,1,,,roos
rosemary,rosmarijn,rosemary,0,0,0,0,0,0,0,0,0,0,nee,1,,,rosmarijn
rosette,rozet,rosette,0,0,0,0,0,0,0,0,0,0,nee,1,,,rozet
roster,roster,roster,0,0,0,0,0,0,0,0,0,0,nee,1,,,roster
rosy,rooskleurig,rosy,1,0,0,0,0,0,0,0,0,0,ja,1,,,rooskleurig
rot,rot,rot,0,1,0,0,1,1,0,1,0,0,ja,1,,,rot
rota,rota,rota,1,0,0,0,0,0,0,0,0,1,ja,1,,,rota
rotary,draaiend,rotary,0,0,0,0,0,0,0,0,0,0,nee,1,,,draaiend
rotate,draaien,rotate,0,0,0,0,0,0,0,0,0,0,nee,1,,,draaien
rotation,omwenteling,rotation,0,0,0,0,0,0,0,0,0,0,nee,1,,,omwenteling
rote,rote,rote,0,0,0,0,0,0,0,0,0,0,nee,1,,,rote
rotor,rotor,rotor,0,0,0,0,0,0,0,0,0,0,nee,1,,,rotor
rotting,rottende,rotting,0,1,0,0,1,0,0,0,0,0,ja,1,,,rottende
rouge,rouge,rouge,0,0,0,0,0,0,0,0,0,0,nee,1,,,rouge
rough,ruw,rough,0,0,0,0,0,0,0,0,0,0,nee,1,,,ruw
roughly,ongeveer,roughly,0,0,0,0,0,0,0,0,0,0,nee,1,,,ongeveer
roughness,ruwheid,roughness,0,1,0,0,0,0,0,0,0,0,ja,1,,,ruwheid
roulette,roulette,roulette,0,0,0,1,0,0,0,0,0,0,ja,1,,,roulette
round,ronde,round,0,0,0,0,0,0,0,0,0,0,nee,1,,,ronde
roundabout,rotonde,roundabout,0,0,0,0,0,0,0,0,0,0,nee,1,,,rotonde
rounded,afgeronde,rounded,0,0,0,0,0,0,0,0,0,0,nee,1,,,afgeronde
roundup,naar boven afronden,roundup,0,0,0,0,0,0,0,0,0,0,nee,3,,,naar boven afronden
rouse,wekken,rouse,0,0,0,0,0,0,0,0,0,0,nee,1,,,wekken
rouser,rouser,rouser,0,0,0,0,0,0,0,0,0,0,nee,1,,,rouser
rousing,spetterende,rousing,0,0,0,0,0,0,0,0,0,0,nee,1,,,spetterende
route,route,route,0,0,0,0,0,0,0,0,0,0,nee,1,,,route
routine,routine-,routine,1,0,0,0,0,0,0,0,0,1,ja,1,,,routine-
rover,zwerver,rover,0,0,0,0,0,0,0,0,0,0,nee,1,,,zwerver
roving,zwervende,roving,0,0,0,0,0,0,0,0,0,0,nee,1,,,zwervende
row,rij,row,0,1,1,0,0,0,0,0,0,0,ja,1,,,rij
rowdy,herriemaker,rowdy,0,1,0,0,0,0,0,0,0,0,ja,1,,,herriemaker
royal,Koninklijk,royal,0,0,0,0,0,0,0,0,0,0,nee,1,,,Koninklijk
royalty,royalty,royalty,1,0,0,0,0,0,0,0,0,0,ja,1,,,royalty
rub,wrijven,rub,0,0,0,0,0,0,0,0,0,0,nee,1,,,wrijven
rubber,rubber,rubber,0,0,0,0,0,0,0,0,0,0,nee,1,,,rubber
rubbers,rubbers,rubbers,0,0,0,0,0,0,0,0,0,0,nee,1,,,rubbers
rubbing,wrijven,rubbing,0,0,0,0,0,0,0,0,0,0,nee,1,,,wrijven
rubbish,onzin,rubbish,0,1,0,0,1,0,0,0,0,0,ja,1,,,onzin
rubble,puin,rubble,0,1,0,0,0,1,0,1,0,0,ja,1,,,puin
rubric,rubriek,rubric,1,0,0,0,0,0,0,0,0,0,ja,1,,,rubriek
ruby,robijn,ruby,0,0,0,0,0,0,0,0,0,0,nee,1,,,robijn
rudder,roer,rudder,0,0,0,0,0,0,0,0,0,0,nee,1,,,roer
ruddy,blozend,ruddy,0,0,0,0,0,0,0,0,0,0,nee,1,,,blozend
rudimentary,rudimentair,rudimentary,0,0,0,0,0,0,0,0,0,0,nee,1,,,rudimentair
rudiments,rudimenten,rudiments,0,0,0,0,0,0,0,0,0,0,nee,1,,,rudimenten
rue,rue,rue,0,1,0,0,0,0,0,1,0,0,ja,1,,,rue
ruff,kemphaan,ruff,0,0,0,0,0,0,0,0,0,0,nee,1,,,kemphaan
ruffle,rimpeling,ruffle,0,1,0,0,0,0,0,0,0,0,ja,1,,,rimpeling
rug,tapijt,rug,0,0,0,0,0,0,0,0,0,0,nee,1,,,tapijt
rugged,ruig,rugged,0,1,0,0,0,0,0,0,0,0,ja,1,,,ruig
ruin,ruïneren,ruin,0,1,0,0,0,1,0,1,0,0,ja,1,,,ruïneren
ruined,geruïneerd,ruined,0,1,1,0,1,1,0,1,0,0,ja,1,,,geruïneerd
ruinous,verderfelijk,ruinous,0,1,1,0,1,1,0,1,0,0,ja,1,,,verderfelijk
ruins,ruïnes,ruins,0,0,0,0,0,0,0,0,0,0,nee,1,,,ruïnes
rule,regel,rule,0,0,0,0,0,1,0,0,0,1,ja,1,,,regel
ruler,heerser,ruler,0,0,0,0,0,0,0,0,0,0,nee,1,,,heerser
ruling,regerende,ruling,0,0,0,0,0,0,0,0,0,0,nee,1,,,regerende
rum,rum,rum,0,0,0,0,0,0,0,0,0,0,nee,1,,,rum
rumble,gerommel,rumble,0,0,0,0,0,0,0,0,0,0,nee,1,,,gerommel
rummage,rommel,rummage,0,0,0,0,0,0,0,0,0,0,nee,1,,,rommel
rumor,gerucht,rumor,0,1,0,0,0,0,0,1,0,0,ja,1,,,gerucht
rumored,gekletst,rumored,0,0,0,0,0,0,0,0,0,0,nee,1,,,gekletst
rump,staartstuk,rump,0,0,0,0,0,0,0,0,0,0,nee,1,,,staartstuk
runaway,Weglopen,runaway,0,1,0,0,0,0,0,1,0,0,ja,1,,,Weglopen
runes,runes,runes,0,0,0,0,0,0,0,0,0,0,nee,1,,,runes
rung,sport,rung,0,0,0,0,0,0,0,0,0,0,nee,1,,,sport
runner,loper,runner,0,0,0,0,0,0,0,0,0,0,nee,1,,,loper
running,lopend,running,0,0,0,0,0,0,0,0,0,0,nee,1,,,lopend
runway,startbaan,runway,0,0,0,0,0,0,0,0,0,0,nee,1,,,startbaan
rupture,scheuren,rupture,0,1,0,0,0,1,0,1,1,0,ja,1,,,scheuren
rural,landelijk,rural,0,0,0,0,0,0,0,0,0,0,nee,1,,,landelijk
ruse,NO TRANSLATION,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0,ja,2,ongelijk,list,list
rush,stormloop,rush,0,0,0,0,0,0,0,0,0,0,nee,1,,,stormloop
rust,Roest,rust,0,1,0,0,0,0,0,0,0,0,ja,1,,,Roest
rustic,rustiek,rustic,0,0,0,0,0,0,0,0,0,0,nee,1,,,rustiek
rustle,ruisen,rustle,0,0,0,0,0,0,0,0,0,0,nee,1,,,ruisen
rusty,roestig,rusty,0,1,0,0,0,0,0,0,0,0,ja,1,,,roestig
rut,sleur,rut,0,0,0,0,0,0,0,0,0,0,nee,1,,,sleur
ruth,Ruth,ruth,1,0,0,0,0,0,0,0,0,0,ja,1,,,Ruth
ruthless,meedogenloos,ruthless,0,1,1,0,1,1,0,0,0,0,ja,1,,,meedogenloos
rye,rogge-,rye,0,0,0,0,0,0,0,0,0,0,nee,1,,,rogge-
saber,NO TRANSLATION,NO TRANSLATION,0,1,1,0,0,1,0,0,0,0,ja,2,ongelijk,sabel,sabel
sable,sabel,sable,0,0,0,0,0,0,0,0,0,0,nee,1,,,sabel
sabotage,sabotage,sabotage,0,1,1,0,1,1,0,1,1,0,ja,1,,,sabotage
sac,sac,sac,0,0,0,0,0,0,0,0,0,0,nee,1,,,sac
sack,zak,sack,0,0,0,0,0,0,0,0,0,0,nee,1,,,zak
sacrament,sacrament,sacrament,0,0,0,0,0,0,0,0,0,0,nee,1,,,sacrament
sacred,heilig,sacred,0,0,0,0,0,0,0,0,0,0,nee,1,,,heilig
sacrifices,offers,sacrifices,0,1,0,0,1,1,0,1,0,0,ja,1,,,offers
saddle,zadel,saddle,0,0,0,0,0,0,0,0,0,0,nee,1,,,zadel
sadly,droevig,sadly,0,1,0,0,0,0,0,1,0,0,ja,1,,,droevig
sadness,droefheid,sadness,0,1,0,0,0,0,0,1,0,1,ja,1,,,droefheid
safe,veilig,safe,1,0,0,0,0,0,1,0,0,1,ja,1,,,veilig
safeguard,vrijwaren,safeguard,1,0,0,0,0,0,0,0,0,1,ja,1,,,vrijwaren
safekeeping,bewaring,safekeeping,0,0,0,0,0,0,0,0,0,1,ja,1,,,bewaring
safety,veiligheid,safety,0,0,0,0,0,0,0,0,0,0,nee,1,,,veiligheid
saffron,saffraan,saffron,0,0,0,0,0,0,0,0,0,0,nee,1,,,saffraan
sag,doorzakken,sag,0,1,0,0,0,1,0,0,0,0,ja,1,,,doorzakken
saga,sage,saga,0,0,0,0,0,0,0,0,0,0,nee,1,,,sage
sage,salie,sage,1,0,0,0,0,0,0,0,0,1,ja,1,,,salie
sail,zeil-,sail,0,0,0,0,0,0,0,0,0,0,nee,1,,,zeil-
sailing,het zeilen,sailing,0,0,0,0,0,0,0,0,0,0,nee,2,,,het zeilen
sailor,matroos,sailor,0,0,0,0,0,0,0,0,0,0,nee,1,,,matroos
saint,heilige,saint,1,0,0,1,0,0,1,0,1,1,ja,1,,,heilige
saintly,vroom,saintly,1,0,0,1,0,0,1,0,1,1,ja,1,,,vroom
salad,salade,salad,0,0,0,0,0,0,0,0,0,0,nee,1,,,salade
salamander,salamander,salamander,0,0,0,0,0,0,0,0,0,0,nee,1,,,salamander
salary,salaris,salary,1,0,0,1,0,0,1,0,0,1,ja,1,,,salaris
sale,verkoop,sale,0,0,0,0,0,0,0,0,0,0,nee,1,,,verkoop
salesman,verkoper,salesman,0,0,0,0,0,0,0,0,0,0,nee,1,,,verkoper
salient,saillant,salient,1,0,0,0,0,0,0,0,0,0,ja,1,,,saillant
saline,zoutoplossing,saline,0,0,0,0,0,0,0,0,0,0,nee,1,,,zoutoplossing
saliva,speeksel,saliva,0,0,0,1,0,0,0,0,0,0,ja,1,,,speeksel
sally,Sally,sally,0,0,0,0,0,0,0,0,1,0,ja,1,,,Sally
salon,salon,salon,0,0,0,0,0,0,0,0,0,0,nee,1,,,salon
saloon,salon,saloon,0,0,1,0,0,0,0,0,0,0,ja,1,,,salon
salt,zout,salt,0,0,0,0,0,0,0,0,0,0,nee,1,,,zout
salty,zout,salty,0,0,0,0,0,0,0,0,0,0,nee,1,,,zout
salutary,heilzaam,salutary,1,0,0,0,0,0,1,0,0,1,ja,1,,,heilzaam
salutation,begroeting,salutation,0,0,0,0,0,0,0,0,0,0,nee,1,,,begroeting
salute,groet,salute,1,0,0,0,0,0,1,0,0,0,ja,1,,,groet
salvage,redden,salvage,0,0,0,0,0,0,0,0,0,0,nee,1,,,redden
salvation,redding,salvation,1,0,0,1,0,0,1,0,0,1,ja,1,,,redding
salve,zalf,salve,1,0,0,0,0,0,0,0,0,0,ja,1,,,zalf
samba,samba,samba,0,0,0,0,0,0,0,0,0,0,nee,1,,,samba
sameness,gelijkheid,sameness,0,0,0,0,0,0,0,0,0,0,nee,1,,,gelijkheid
samurai,samoerai,samurai,1,0,0,0,0,1,0,0,0,0,ja,1,,,samoerai
sanctification,heiliging,sanctification,1,0,0,0,0,0,1,0,0,1,ja,1,,,heiliging
sanctified,heilig,sanctified,0,0,0,0,0,0,0,0,0,0,nee,1,,,heilig
sanctify,heiligen,sanctify,1,0,0,1,0,0,1,1,1,1,ja,1,,,heiligen
sanction,sanctie,sanction,0,0,0,0,0,0,0,0,0,0,nee,1,,,sanctie
sanctioned,gesanctioneerde,sanctioned,0,0,0,0,0,0,0,0,0,0,nee,1,,,gesanctioneerde
sanctity,heiligheid,sanctity,0,0,0,0,0,0,0,0,0,0,nee,1,,,heiligheid
sanctuary,heiligdom,sanctuary,1,0,0,1,0,0,1,0,0,1,ja,1,,,heiligdom
sand,zand,sand,0,0,0,0,0,0,0,0,0,0,nee,1,,,zand
sandal,sandaal,sandal,0,0,0,0,0,0,0,0,0,0,nee,1,,,sandaal
sander,schuurmachine,sander,0,0,0,0,0,0,0,0,0,0,nee,1,,,schuurmachine
sands,zandkorrels,sands,0,0,0,0,0,0,0,0,0,0,nee,1,,,zandkorrels
sandy,zanderig,sandy,0,0,0,0,0,0,0,0,0,0,nee,1,,,zanderig
sane,verstandig,sane,0,0,0,0,0,0,0,0,0,0,nee,1,,,verstandig
sanguine,optimistisch,sanguine,1,0,0,0,0,0,0,0,0,0,ja,1,,,optimistisch
sanitary,sanitair,sanitary,1,0,0,0,0,0,0,0,0,0,ja,1,,,sanitair
sanity,geestelijke gezondheid,sanity,0,0,0,0,0,0,0,0,0,0,nee,2,,,geestelijke gezondheid
sans,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
sap,sap,sap,0,1,0,0,0,0,0,1,0,0,ja,1,,,sap
sapphire,saffier,sapphire,0,0,0,0,0,0,0,0,0,0,nee,1,,,saffier
sappy,sappig,sappy,0,0,0,0,0,0,0,0,0,1,ja,1,,,sappig
sarcasm,sarcasme,sarcasm,0,1,1,0,1,0,0,1,0,0,ja,1,,,sarcasme
sarcoma,sarcoma,sarcoma,0,1,0,0,0,1,0,1,0,0,ja,1,,,sarcoma
sardonic,sardonisch,sardonic,0,1,0,0,0,0,0,0,0,0,ja,1,,,sardonisch
sash,sjerp,sash,0,0,0,0,0,0,0,0,0,0,nee,1,,,sjerp
satanic,satanische,satanic,0,1,1,0,0,0,0,0,0,0,ja,1,,,satanische
satchel,schooltas,satchel,0,0,0,0,0,0,0,0,0,0,nee,1,,,schooltas
sate,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
satellite,satelliet,satellite,0,0,0,0,0,0,0,0,0,0,nee,1,,,satelliet
satin,satijn,satin,1,0,0,0,0,0,0,0,0,0,ja,1,,,satijn
satire,satire,satire,0,0,0,0,0,0,0,0,0,0,nee,1,,,satire
satirical,satirisch,satirical,0,0,0,0,0,0,0,0,0,0,nee,1,,,satirisch
satisfaction,tevredenheid,satisfaction,0,0,0,0,0,0,0,0,0,0,nee,1,,,tevredenheid
satisfactorily,bevredigend,satisfactorily,1,0,0,0,0,0,0,0,0,0,ja,1,,,bevredigend
satisfied,tevreden,satisfied,1,0,0,0,0,0,1,0,0,0,ja,1,,,tevreden
saturate,verzadigen,saturate,0,0,0,0,0,0,0,0,0,0,nee,1,,,verzadigen
saturated,verzadigd,saturated,0,1,0,0,1,0,0,0,0,0,ja,1,,,verzadigd
saturation,verzadiging,saturation,0,0,0,0,0,0,0,0,0,0,nee,1,,,verzadiging
sauce,saus,sauce,0,0,0,0,0,0,0,0,0,0,nee,1,,,saus
saucepan,pan,saucepan,0,0,0,0,0,0,0,0,0,0,nee,1,,,pan
saucer,schotel,saucer,0,0,0,0,0,0,0,0,0,0,nee,1,,,schotel
saucy,brutaal,saucy,0,0,0,0,0,0,0,0,0,0,nee,1,,,brutaal
sauerkraut,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
sauna,sauna,sauna,0,0,0,0,0,0,0,0,0,0,nee,1,,,sauna
savage,wilde,savage,0,1,1,0,0,1,0,0,0,0,ja,1,,,wilde
savagery,wreedheid,savagery,0,1,1,0,0,1,0,0,0,0,ja,1,,,wreedheid
savanna,savanne,savanna,0,0,0,0,0,0,0,0,0,0,nee,1,,,savanne
save,opslaan,save,1,0,0,0,0,0,1,0,0,1,ja,1,,,opslaan
saving,besparing,saving,0,0,0,0,0,0,0,0,0,0,nee,1,,,besparing
savings,spaargeld,savings,1,0,0,0,0,0,0,0,0,0,ja,1,,,spaargeld
savor,genieten,savor,1,0,0,1,1,0,1,1,0,1,ja,1,,,genieten
savory,hartig,savory,1,0,0,0,0,0,0,0,0,0,ja,1,,,hartig
savvy,savvy,savvy,1,0,0,0,0,0,0,0,0,0,ja,1,,,savvy
sawdust,zaagsel,sawdust,0,0,0,0,0,0,0,0,0,0,nee,1,,,zaagsel
sax,saxofoon,sax,0,0,0,0,0,0,0,0,0,0,nee,1,,,saxofoon
saxophone,saxofoon,saxophone,0,0,0,0,0,0,0,0,0,0,nee,1,,,saxofoon
scab,schurft,scab,0,1,0,0,0,0,0,0,0,0,ja,1,,,schurft
scabbard,schede,scabbard,0,0,0,0,0,0,0,0,0,0,nee,1,,,schede
scaffold,steiger,scaffold,0,1,0,0,0,1,0,0,0,0,ja,1,,,steiger
scaffolding,stellingen,scaffolding,0,0,0,0,0,0,0,0,0,0,nee,1,,,stellingen
scale,schaal,scale,0,0,0,0,0,0,0,0,0,0,nee,1,,,schaal
scales,balans,scales,0,0,0,0,0,0,0,0,0,0,nee,1,,,balans
scallop,schulp,scallop,0,0,0,0,0,0,0,0,0,0,nee,1,,,schulp
